0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
60 1.4
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
90 2.44
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
120 98.24
